name;ep;watch;desc;deets;lat;lng;hulu
Bringing It to Berlin;Season: 125 Episode: 3;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/bringing-it-to-berlin target="_blank">Watch on HGTV GO</a>";Living on a fellowship budget is not going to be easy for a family of five as they move from Las Vegas, NV, to Berlin, Germany. He's determined to find a place under budget while she wants to make sure their three sons have plenty of room and are close to their new school.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/bringing-it-to-berlin target="_blank">here</a> for episode details.";52.5170365;13.3888599;
From Desert to Prairie;Season: 120 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/from-desert-to-prairie target="_blank">Watch on HGTV GO</a>";A New Mexico couple decides to move to the Netherlands for his job opportunity as an Air Force squadron commander. But while he wants a modern home close to the town center, she wants an old farmhouse in the country. A property expert tries to balance modern city vs. quiet countryside living to accommodate her clients.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/from-desert-to-prairie target="_blank">here</a> for episode details.";52.5001698;5.7480821;
Kid-Tested, Parent-Approved in The Netherlands;Season: 143 Episode: 12;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/kid-tested-parent-approved-in-the-netherlands target="_blank">Watch on HGTV GO</a>";After years of yearning to get back to the Netherlands, a family's biggest challenge in their move to Haarlem may be winning over the heart and spirit of their opinionated son.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/kid-tested-parent-approved-in-the-netherlands target="_blank">here</a> for episode details.";52.38370575;4.643559697;
Newlywed Adventure in Amsterdam;Season: 129 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/newlywed-adventure-in-amsterdam target="_blank">Watch on HGTV GO</a>";A job in Amsterdam is giving Dallas newlyweds Jamey and Lucas the opportunity to live in Europe before settling down and having kids. Jamey has never lived far from home and family before, and he's hoping to embrace the change with a Dutch-style home that has lots of indoor and outdoor space. But Dutch style is small and expensive, and with just one income between them, Lucas is concerned about stretching every penny.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/newlywed-adventure-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d151
Amsterdam For Young Lovers;Season: 134 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/amsterdam-for-young-lovers target="_blank">Watch on HGTV GO</a>";After spending their whole lives in Australia, a couple of adventurous world travelers packed their bags for the Netherlands and didn't look back. They're young, in love and fear nothing, but settling in Amsterdam may require more than hugs and kisses at their price point.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/amsterdam-for-young-lovers target="_blank">here</a> for episode details.";52.3745403;4.897975506;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d152
Adulting in Amsterdam;Season: 138 Episode: 8;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/adulting-in-amsterdam target="_blank">Watch on HGTV GO</a>";Courtney has always wanted to live in Europe, and an unexpected job opportunity for her boyfriend, Andrew, in Amsterdam is making her dream come true. She wants to downsize and use the money they save to travel, but the small spaces have them second-guessing everything, including each other.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/adulting-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d153
Closet Space and Kids in Amsterdam;Season: 141 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/closet-space-and-kids-in-amsterdam target="_blank">Watch on HGTV GO</a>";After working abroad in Amsterdam for a year, a West Coast couple found they couldn't imagine living anywhere else. They find Dutch family life as appealing as the city's social scene, so they're making plans to start their family and looking for a house that they can grow in. But their budget won't stretch as far as they thought, so something will have to come off their wish list.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/closet-space-and-kids-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d154
Amsterdam, Will You Accept This Tulip?;Season: 142 Episode: 2;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/amsterdam-will-you-accept-this-tulip? target="_blank">Watch on HGTV GO</a>";Former Bachelor star turned realtor Arie Luyendyk drives a couple toward a new home in the Netherlands. Accountants Bill and Jenny want to shake things up, but their big expectations hit the wall when they aren't prepared for Amsterdam's large price tags and small spaces.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/amsterdam-will-you-accept-this-tulip target="_blank">here</a> for episode details.";52.3745403;4.897975506;https://www.hulu.com/series/house-hunters-international-ccb2f0a5-c6cb-45c1-a6d7-4e5828ac43d155
From Silicon Valley to Amsterdam;Season: 118 Episode: 7;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/from-silicon-valley-to-amsterdam target="_blank">Watch on HGTV GO</a>";A woman is tired of watching her husband work his life away at a high-stress job in Silicon Valley, CA, so they're heading to Amsterdam for a slower pace. They want to start their own business and need an apartment with plenty of room, but while she's not bothered by spending more for comfort, he wants to stick to a strict budget.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/from-silicon-valley-to-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Amsterdam Family Affair;Season: 121 Episode: 1;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/amsterdam-family-affair target="_blank">Watch on HGTV GO</a>";A Canadian couple has dreams of moving to Amsterdam after spending their honeymoon there. Now, a job opportunity has allowed them to live their dream! He wants to keep the suburban comforts he's used to but she and their daughter want the full European experience. Can they find the perfect compromise?;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/amsterdam-family-affair target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Location Jam in Amsterdam;Season: 121 Episode: 10;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/location-jam-in-amsterdam target="_blank">Watch on HGTV GO</a>";After a 13-hour layover in Amsterdam, a woman is pushing her husband out of his comfort zone and into their next adventure. She has a job nailed down and wants to look for a place in one of the most popular areas in the city. However, he's still looking for work and feels they can get more bang for their buck in an up-and-coming neighborhood.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/location-jam-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Dutch You See is Dutch You Get in Amsterdam;Season: 122 Episode: 5;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/dutch-you-see-is-dutch-you-get-in-amsterdam target="_blank">Watch on HGTV GO</a>";The love of traveling has always been this couple's driving force, so they jumped at the opportunity to move to Amsterdam when the opportunity arose. As accountants in the cookie-cutter world of finance in Chicago, they think life in Amsterdam would give them the perfect chance to stand out from the crowd and a professional edge. The area's hot rental market is putting them between a rock and a hard place financially, however, so they'll have to decide between using their money on experiences or their dream apartment.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/dutch-you-see-is-dutch-you-get-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Dutch Dreaming;Season: 124 Episode: 6;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/dutch-dreaming target="_blank">Watch on HGTV GO</a>";A couple that married in Amsterdam looks at a permanent move to the Netherlands. One feels he'll adjust more easily if they find an apartment with lots of guest and work space. However, the other is nervous about how long they can last on one income in a city that can get pricey very quickly.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/dutch-dreaming target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Living the Dream in Amsterdam;Season: 125 Episode: 4;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/living-the-dream-in-amsterdam target="_blank">Watch on HGTV GO</a>";After planting the idea of moving abroad in his wife's head for years, a man's dream comes true when his job offers him a position in Amsterdam. Her company has an office there too, so they decide to leave family, friends and their apartment behind for a new life in the Netherlands.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/living-the-dream-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Beauty and Tulips in Amsterdam;Season: 128 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/beauty-and-tulips-in-amsterdam target="_blank">Watch on HGTV GO</a>";Kim, a beauty industry leader living in New York City, and Hein, a fourth-generation Dutch tulip farmer, are taking their long-distance relationship to the next level by moving in together in Amsterdam. The capital gives Kim that big city feel she loves, and it's a short commute for Hein to get to the farm. Kim wants a big, bright place with modern amenities near the historic canals, while Hein just wants parking and a home that offers the shortest commute possible.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/beauty-and-tulips-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Living it Up and Sizing it Down in Amsterdam;Season: 147 Episode: 13;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/living-it-up-and-sizing-it-down-in-amsterdam target="_blank">Watch on HGTV GO</a>";A family of three and their dog have to come to terms with smaller dwellings and limited inventory to make the most of an opportunity to live in Amsterdam. He wants a practical, modern apartment, she wants Dutch charm with less to clean.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/living-it-up-and-sizing-it-down-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
Downshifting in Amsterdam;Season: 149 Episode: 11;"<a href=https://watch.hgtv.com/tv-shows/house-hunters-international/full-episodes/downshifting-in-amsterdam target="_blank">Watch on HGTV GO</a>";A couple with a stressful life in New York decides to seek a slower pace for them, their dog and their future family in Amsterdam. They agree on wanting tons of space, but she prefers to be outside the city while he wants to be near the action.;"Click <a href=https://www.hgtv.com/shows/house-hunters-international/episodes/downshifting-in-amsterdam target="_blank">here</a> for episode details.";52.3745403;4.897975506;
